gmail.com,18
yahoo.com,17
hotmail.com,16
aol.com,3
hotmail.co.uk,1
hotmail.fr,1
msn.com,1
yahoo.fr,1
wanadoo.fr,1
orange.fr,1
comcast.net,1
yahoo.co.uk,1
yahoo.com.br,1
yahoo.co.in,1
live.com,1
rediffmail.com,1
free.fr,1
gmx.de,1
web.de,1
yandex.ru,1
ymail.com,1
libero.it,1
outlook.com,1
uol.com.br,1
bol.com.br,1
mail.ru,1
cox.net,1
hotmail.it,1
sbcglobal.net,1
sfr.fr,1
live.fr,1
verizon.net,1
live.co.uk,1
googlemail.com,1
yahoo.es,1
ig.com.br,1
live.nl,1
bigpond.com,1
terra.com.br,1
yahoo.it,1
neuf.fr,1
yahoo.de,1
alice.it,1
rocketmail.com,1
att.net,1
laposte.net,1
facebook.com,1
bellsouth.net,1
yahoo.in,1
hotmail.es,1
